,result,table,_time,active_energy_Wh,Device_Name,_field,_measurement
,,0,2021-10-18T01:30:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T01:45:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T02:00:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T02:15:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T02:30:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T02:45:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T03:00:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T03:15:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T03:30:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T03:45:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T04:00:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T04:15:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T04:30:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T04:45:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T05:00:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T05:15:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T05:30:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T05:45:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T06:00:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T06:15:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T06:30:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T06:45:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T07:00:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T07:15:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T07:30:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
,,0,2021-10-18T07:45:00Z,10688,R611-Z1-ED11,active_energy_Wh,Power_Energy
