,result,table,_start,_stop,_time,_value,Device_Name,Zone,_field,_measurement
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-23T01:30:15.404Z,3217,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-23T13:24:40.591Z,3217,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-24T01:19:05.778Z,3217,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-24T13:13:30.965Z,3217,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-25T01:07:56.152Z,3217,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-25T13:02:21.339Z,3217,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-26T00:56:46.526Z,3217,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-26T12:51:11.713Z,3217.2558139534885,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-27T00:45:36.9Z,3313.3260869565215,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-27T12:40:02.087Z,3323,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-28T00:34:27.274Z,3333,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-28T12:28:52.461Z,3362.7586206896553,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-29T00:23:17.648Z,3472.25,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-29T12:17:42.835Z,3481,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-30T00:12:08.022Z,3481,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-30T12:06:33.209Z,3481,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-31T00:00:58.396Z,3481,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-31T11:55:23.583Z,3481,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-31T23:49:48.77Z,3481,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-08-01T11:44:13.957Z,3495.0285714285715,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,8,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-08-01T23:38:39.144Z,3634.8333333333335,R611-Z1-ED16,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-12T02:59:23.289Z,117.77777777777777,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-12T14:53:48.476Z,242.125,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-13T02:48:13.663Z,551.8085106382979,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-13T14:42:38.85Z,666.8541666666666,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-14T02:37:04.037Z,838.4489795918367,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-14T14:31:29.224Z,1003.8125,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-15T02:25:54.411Z,1154.7291666666667,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-15T14:20:19.598Z,1284.4166666666667,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-16T02:14:44.785Z,1413.4583333333333,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-16T14:09:09.972Z,1541.5744680851064,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-17T02:03:35.159Z,1839.8936170212767,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-17T13:58:00.346Z,2008.4489795918366,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-18T01:52:25.533Z,2369.531914893617,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-18T13:46:50.72Z,2522.7916666666665,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-19T01:41:15.907Z,2874.0425531914893,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-19T13:35:41.094Z,3041.1458333333335,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-20T01:30:06.281Z,3261.1458333333335,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-20T13:24:31.468Z,3346.872340425532,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-21T01:18:56.655Z,3563.2291666666665,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-21T13:13:21.842Z,3668.9375,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-22T01:07:47.029Z,3756.9574468085107,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-22T13:02:12.216Z,3845.125,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-23T00:56:37.403Z,3933.851063829787,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-23T12:51:02.59Z,4025.469387755102,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-24T00:45:27.777Z,4318.244897959184,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-24T12:39:52.964Z,4431.340425531915,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-25T00:34:18.151Z,4696.520833333333,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-25T12:28:43.338Z,4818.479166666667,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-26T00:23:08.525Z,5102.872340425532,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-26T12:17:33.712Z,5313.979166666667,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-05-27T00:11:58.899Z,5484.8,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-15T20:28:46.379Z,12820.739130434782,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-16T08:23:11.566Z,12921.744680851063,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-16T20:17:36.753Z,13193,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-17T08:12:01.94Z,13426.659574468085,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-17T20:06:27.127Z,13688.791666666666,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-18T08:00:52.314Z,13884.333333333334,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-18T19:55:17.501Z,14011.872340425532,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-19T07:49:42.688Z,14138.770833333334,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-19T19:44:07.875Z,14265.541666666666,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-20T07:38:33.062Z,14392.872340425532,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-20T19:32:58.249Z,14605.525,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-21T07:27:23.436Z,14808.714285714286,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-21T19:21:48.623Z,15194.45,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-22T07:16:13.81Z,15504.9375,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-22T19:10:38.997Z,15739.063829787234,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-23T07:05:04.184Z,15978.8125,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-23T18:59:29.371Z,16161.895833333334,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-24T06:53:54.558Z,16389.521739130436,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-24T18:48:19.745Z,16522.791666666668,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-25T06:42:44.932Z,16661.872340425532,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-25T18:37:10.119Z,16798.770833333332,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-26T06:31:35.306Z,10929.458333333334,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-26T18:26:00.493Z,111.2127659574468,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-27T06:20:25.68Z,244.91666666666666,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-27T18:14:50.867Z,475.40425531914894,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-28T06:09:16.054Z,708.2340425531914,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-28T18:03:41.241Z,907.9375,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-29T05:58:06.428Z,1103.2666666666667,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-29T17:52:31.615Z,1244.5625,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-30T05:46:56.802Z,1406.1041666666667,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-06-30T17:41:21.989Z,1578.659574468085,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-01T05:35:47.176Z,1793.1875,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-01T17:30:12.363Z,1917.531914893617,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-02T05:24:37.55Z,2042.2708333333333,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-02T17:19:02.737Z,2166.125,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-03T05:13:27.924Z,2289.8936170212764,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-03T17:07:53.111Z,2420.5106382978724,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-04T05:02:18.298Z,2559.6666666666665,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-04T16:56:43.485Z,2770.595744680851,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-05T04:51:08.672Z,2882,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-05T16:45:33.859Z,3075.7391304347825,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-06T04:39:59.046Z,3389.7659574468084,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-06T16:34:24.233Z,3493.5,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-07T04:28:49.42Z,3602.608695652174,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-07T16:23:14.607Z,3752.6170212765956,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-08T04:17:39.794Z,3984.75,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-08T16:12:04.981Z,4167.382978723404,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-09T04:06:30.168Z,4400.478260869565,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-09T16:00:55.355Z,4487.630434782609,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-10T03:55:20.542Z,4581.791666666667,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-10T15:49:45.729Z,4674.36170212766,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-11T03:44:10.916Z,4768.369565217391,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-11T15:38:36.103Z,4862.145833333333,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-12T03:33:01.29Z,4956.723404255319,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-12T15:27:26.477Z,5061.590909090909,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-13T03:21:51.664Z,5365.377777777778,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-13T15:16:16.851Z,5481.136363636364,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-14T03:10:42.038Z,5596.791666666667,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-14T15:05:07.225Z,5752.840909090909,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-15T02:59:32.412Z,5981.659574468085,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-15T14:53:57.599Z,6095.765957446809,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-16T02:48:22.786Z,6319.340425531915,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-16T14:42:47.973Z,6412.729166666667,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-17T02:37:13.16Z,6506.893617021276,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-17T14:31:38.347Z,6599.958333333333,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-18T02:26:03.534Z,6694.9375,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-18T14:20:28.721Z,6788.782608695652,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-19T02:14:53.908Z,6883.875,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-19T14:09:19.095Z,6995.127659574468,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-20T02:03:44.282Z,7140.891304347826,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-20T13:58:09.469Z,7157.04255319149,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-21T01:52:34.656Z,7231,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-21T13:46:59.843Z,7231,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-22T01:41:25.03Z,7239.148936170212,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-22T13:35:50.217Z,7271.425531914893,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-23T01:30:15.404Z,7465.369565217391,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-23T13:24:40.591Z,7469,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-24T01:19:05.778Z,7469,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-24T13:13:30.965Z,7469,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-25T01:07:56.152Z,7469,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-25T13:02:21.339Z,7479.466666666666,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-26T00:56:46.526Z,7626.369565217391,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-26T12:51:11.713Z,7679.510638297872,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-27T00:45:36.9Z,7957.0625,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-27T12:40:02.087Z,7980.95744680851,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-28T00:34:27.274Z,8061.25,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-28T12:28:52.461Z,8087.357142857143,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-29T00:23:17.648Z,8312.6,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-29T12:17:42.835Z,8324,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-30T00:12:08.022Z,8324,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-30T12:06:33.209Z,8324,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-31T00:00:58.396Z,8324,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-31T11:55:23.583Z,8324,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-07-31T23:49:48.77Z,8324,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-08-01T11:44:13.957Z,8350.45,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-08-01T23:38:39.144Z,8576.756756756757,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-08-02T11:33:04.331Z,8577,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-08-02T23:27:29.518Z,8577,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-08-03T11:21:54.705Z,8614.074074074075,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-08-03T23:16:19.892Z,8826.35294117647,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-08-04T11:10:45.079Z,8873,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-08-04T23:05:10.266Z,8873,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-08-05T10:59:35.453Z,8873,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-08-05T22:54:00.64Z,9020.277777777777,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
,,9,2022-03-01T00:00:00Z,2022-08-26T14:31:07.495Z,2022-08-06T10:48:25.827Z,9091,R611-Z1-ED18,1,active_energy_Wh,Power_Energy
